669,0.001119,0.0010593,5.74E-06,1.48E-06
670,0.0010905,0.0010395,6.65E-06,7.36E-07
671,0.0010616,0.0010086,6.36E-06,4.66E-06
672,0.0010279,0.00098458,2.19E-06,6.76E-06
673,0.0010045,0.00096157,5.63E-06,0
674,0.0009884,0.00094411,8.07E-06,0
675,0.00096789,0.00090683,8.21E-06,0
676,0.00093731,0.00088488,7.42E-06,0
677,0.00089795,0.00087229,3.01E-06,4.26E-06
678,0.0008908,0.00085208,3.39E-06,4.09E-06
679,0.00087306,0.00082998,6.16E-06,0
680,0.00085823,0.00080595,3.35E-06,0
681,0.0008297,0.00079138,1.05E-05,0
682,0.00081118,0.00076867,3.56E-06,7.60E-06
683,0.00079264,0.00074863,6.08E-06,3.58E-06
684,0.00076447,0.00072754,9.84E-06,4.42E-06
685,0.00074858,0.0007079,7.98E-06,9.39E-07
686,0.0007381,0.00069121,2.70E-06,2.76E-06
687,0.00070823,0.00066786,4.41E-06,4.09E-07
688,0.00068268,0.00065626,1.04E-05,1.04E-06
689,0.00066936,0.00064371,1.02E-05,0
690,0.00065514,0.00061812,9.00E-06,7.39E-06
691,0.00061822,0.00060455,9.84E-06,6.72E-06
692,0.00061171,0.0005925,6.73E-06,2.11E-07
693,0.00060647,0.00057522,6.34E-06,0
694,0.00058832,0.00056043,9.47E-06,1.67E-06
695,0.0005778,0.0005583,8.68E-06,2.82E-06
696,0.00057405,0.00054141,8.70E-06,3.49E-06
697,0.0005492,0.00053047,1.04E-05,0
698,0.00054392,0.0005128,1.13E-05,2.25E-06
699,0.00053184,0.00049313,1.23E-05,1.56E-06
700,0.00051618,0.0004794,1.19E-05,7.81E-06
701,0.0005058,0.00048311,1.66E-05,7.94E-07
702,0.00049665,0.00046214,1.37E-05,1.20E-06
703,0.00048112,0.00044776,1.44E-05,0
704,0.00045983,0.00043315,1.45E-05,0
705,0.00045838,0.00041995,1.48E-05,2.90E-06
706,0.00044984,0.00041628,1.79E-05,1.83E-06
707,0.00043941,0.00040268,1.59E-05,1.16E-06
708,0.00042682,0.00039274,1.33E-05,2.48E-06
709,0.00041159,0.00038059,1.43E-05,4.80E-06
710,0.00040449,0.00037344,1.11E-05,0
711,0.00039948,0.00036316,1.35E-05,8.81E-07
